Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_39_165,VGND,li1,82.1100,119.6800,0.000021
FILLER_39_153,VGND,li1,78.6600,119.6800,0.000020
FILLER_39_144,VGND,li1,72.2200,119.6800,0.000019
FILLER_39_136,VGND,li1,69.9200,119.6800,0.000018
FILLER_39_118,VGND,li1,61.6400,119.6800,0.000016
FILLER_39_99,VGND,li1,51.7500,119.6800,0.000015
FILLER_39_91,VGND,li1,49.2200,119.6800,0.000014
FILLER_39_75,VGND,li1,40.2500,119.6800,0.000012
FILLER_39_69,VGND,li1,38.6400,119.6800,0.000012
FILLER_39_57,VGND,li1,34.5000,119.6800,0.000011
FILLER_39_53,VGND,li1,30.5900,119.6800,0.000010
FILLER_39_45,VGND,li1,28.0600,119.6800,0.000010
FILLER_39_33,VGND,li1,23.4600,119.6800,0.000009
FILLER_39_21,VGND,li1,17.9400,119.6800,0.000013
FILLER_39_7,VGND,li1,10.1200,119.6800,0.000018
FILLER_38_379,VGND,li1,180.5500,114.2400,0.000056
FILLER_38_371,VGND,li1,178.0200,114.2400,0.000054
FILLER_38_365,VGND,li1,173.6500,114.2400,0.000080
FILLER_38_361,VGND,li1,172.2700,114.2400,0.000080
FILLER_38_336,VGND,li1,160.3100,114.2400,0.000107
FILLER_38_332,VGND,li1,159.1600,114.2400,0.000107
FILLER_38_309,VGND,li1,149.5000,114.2400,0.000099
FILLER_38_305,VGND,li1,146.5100,114.2400,0.000097
FILLER_38_293,VGND,li1,143.0600,114.2400,0.000095
FILLER_38_281,VGND,li1,137.5400,114.2400,0.000091
FILLER_38_269,VGND,li1,132.0200,114.2400,0.000087
FILLER_38_261,VGND,li1,126.0400,114.2400,0.000082
FILLER_38_253,VGND,li1,123.7400,114.2400,0.000080
FILLER_38_251,VGND,li1,121.2100,114.2400,0.000079
FILLER_38_243,VGND,li1,119.1400,114.2400,0.000077
FILLER_38_231,VGND,li1,114.5400,114.2400,0.000074
FILLER_38_219,VGND,li1,109.0200,114.2400,0.000069
FILLER_38_211,VGND,li1,103.2700,114.2400,0.000066
FILLER_38_197,VGND,li1,97.0600,114.2400,0.000060
FILLER_38_195,VGND,li1,95.4500,114.2400,0.000059
FILLER_38_189,VGND,li1,93.8400,114.2400,0.000059
FILLER_38_177,VGND,li1,89.7000,114.2400,0.000056
FILLER_38_165,VGND,li1,84.1800,114.2400,0.000052
FILLER_38_153,VGND,li1,78.6600,114.2400,0.000047
FILLER_38_141,VGND,li1,73.1400,114.2400,0.000044
FILLER_38_139,VGND,li1,69.6900,114.2400,0.000040
FILLER_38_133,VGND,li1,68.0800,114.2400,0.000040
FILLER_38_121,VGND,li1,63.9400,114.2400,0.000037
FILLER_38_109,VGND,li1,58.4200,114.2400,0.000032
FILLER_38_97,VGND,li1,52.9000,114.2400,0.000028
FILLER_38_85,VGND,li1,47.3800,114.2400,0.000024
FILLER_38_83,VGND,li1,43.9300,114.2400,0.000021
FILLER_38_79,VGND,li1,42.7800,114.2400,0.000021
FILLER_38_67,VGND,li1,39.1000,114.2400,0.000019
FILLER_38_50,VGND,li1,28.9800,114.2400,0.000011
FILLER_38_41,VGND,li1,24.8400,114.2400,0.000008
FILLER_38_29,VGND,li1,21.6200,114.2400,0.000009
FILLER_38_16,VGND,li1,15.6400,114.2400,0.000009
FILLER_38_7,VGND,li1,8.9700,114.2400,0.000010
FILLER_38_3,VGND,li1,7.8200,114.2400,0.000010
FILLER_37_405,VGND,li1,192.2800,114.2400,0.000062
FILLER_37_389,VGND,li1,185.1500,114.2400,0.000059
FILLER_37_381,VGND,li1,182.6200,114.2400,0.000057
FILLER_37_369,VGND,li1,178.0200,114.2400,0.000054
FILLER_37_357,VGND,li1,172.5000,114.2400,0.000080
FILLER_37_335,VGND,li1,159.8500,114.2400,0.000107
FILLER_37_329,VGND,li1,158.2400,114.2400,0.000105
FILLER_37_317,VGND,li1,154.1000,114.2400,0.000102
FILLER_37_305,VGND,li1,148.5800,114.2400,0.000099
FILLER_37_293,VGND,li1,143.0600,114.2400,0.000095
FILLER_37_281,VGND,li1,137.5400,114.2400,0.000091
FILLER_37_278,VGND,li1,133.8600,114.2400,0.000088
FILLER_37_270,VGND,li1,131.5600,114.2400,0.000087
FILLER_37_262,VGND,li1,126.5000,114.2400,0.000082
FILLER_37_250,VGND,li1,123.2800,114.2400,0.000080
FILLER_37_225,VGND,li1,111.7800,114.2400,0.000072
FILLER_37_219,VGND,li1,106.7200,114.2400,0.000067
FILLER_37_207,VGND,li1,103.5000,114.2400,0.000066
FILLER_37_197,VGND,li1,96.8300,114.2400,0.000060
FILLER_37_189,VGND,li1,94.3000,114.2400,0.000059
FILLER_37_177,VGND,li1,89.7000,114.2400,0.000056
FILLER_37_159,VGND,li1,79.3500,114.2400,0.000047
FILLER_37_136,VGND,li1,68.5400,114.2400,0.000040
FILLER_37_128,VGND,li1,66.2400,114.2400,0.000039
FILLER_37_116,VGND,li1,61.6400,114.2400,0.000035
FILLER_37_83,VGND,li1,46.4600,114.2400,0.000024
FILLER_37_79,VGND,li1,42.0900,114.2400,0.000020
FILLER_37_75,VGND,li1,40.9400,114.2400,0.000020
FILLER_37_63,VGND,li1,37.2600,114.2400,0.000017
FILLER_37_57,VGND,li1,32.4300,114.2400,0.000013
FILLER_37_50,VGND,li1,29.9000,114.2400,0.000011
FILLER_37_41,VGND,li1,24.8400,114.2400,0.000008
FILLER_37_33,VGND,li1,22.5400,114.2400,0.000009
FILLER_37_18,VGND,li1,14.0300,114.2400,0.000009
FILLER_37_9,VGND,li1,9.8900,114.2400,0.000010
FILLER_37_3,VGND,li1,8.2800,114.2400,0.000010
FILLER_36_397,VGND,li1,189.5200,108.8000,0.000053
FILLER_36_385,VGND,li1,185.3800,108.8000,0.000052
FILLER_36_373,VGND,li1,179.8600,108.8000,0.000051
FILLER_36_363,VGND,li1,172.7300,108.8000,0.000085
FILLER_36_357,VGND,li1,171.1200,108.8000,0.000085
FILLER_36_345,VGND,li1,166.9800,108.8000,0.000106
FILLER_36_333,VGND,li1,161.4600,108.8000,0.000131
FILLER_36_321,VGND,li1,155.9400,108.8000,0.000150
FILLER_36_309,VGND,li1,150.4200,108.8000,0.000174
FILLER_36_307,VGND,li1,146.9700,108.8000,0.000189
FILLER_36_299,VGND,li1,144.9000,108.8000,0.000198
FILLER_36_287,VGND,li1,140.3000,108.8000,0.000216
FILLER_36_280,VGND,li1,135.2400,108.8000,0.000238
FILLER_36_265,VGND,li1,127.6500,108.8000,0.000264
FILLER_36_253,VGND,li1,124.6600,108.8000,0.000275
FILLER_36_240,VGND,li1,118.6800,108.8000,0.000303
FILLER_36_197,VGND,li1,97.0600,108.8000,0.000319
FILLER_36_195,VGND,li1,95.4500,108.8000,0.000319
FILLER_36_187,VGND,li1,93.3800,108.8000,0.000311
FILLER_36_174,VGND,li1,86.2500,108.8000,0.000283
FILLER_36_166,VGND,li1,83.7200,108.8000,0.000269
FILLER_36_154,VGND,li1,79.1200,108.8000,0.000256
FILLER_36_149,VGND,li1,74.5200,108.8000,0.000238
FILLER_36_141,VGND,li1,72.2200,108.8000,0.000229
FILLER_36_139,VGND,li1,69.6900,108.8000,0.000219
FILLER_36_131,VGND,li1,67.6200,108.8000,0.000211
FILLER_36_120,VGND,li1,61.1800,108.8000,0.000186
FILLER_36_116,VGND,li1,59.1100,108.8000,0.000178
FILLER_36_108,VGND,li1,57.0400,108.8000,0.000169
FILLER_36_96,VGND,li1,52.4400,108.8000,0.000146
FILLER_36_85,VGND,li1,44.8500,108.8000,0.000120
FILLER_36_66,VGND,li1,37.7200,108.8000,0.000094
FILLER_36_54,VGND,li1,33.1200,108.8000,0.000077
FILLER_36_41,VGND,li1,25.0700,108.8000,0.000045
FILLER_36_29,VGND,li1,21.6200,108.8000,0.000048
FILLER_36_27,VGND,li1,18.1700,108.8000,0.000049
FILLER_36_19,VGND,li1,16.1000,108.8000,0.000051
FILLER_35_406,VGND,li1,192.5100,108.8000,0.000053
FILLER_35_402,VGND,li1,191.3600,108.8000,0.000053
FILLER_35_393,VGND,li1,186.5300,108.8000,0.000052
FILLER_35_389,VGND,li1,185.1500,108.8000,0.000052
FILLER_35_378,VGND,li1,179.8600,108.8000,0.000051
FILLER_35_372,VGND,li1,176.8700,108.8000,0.000066
FILLER_35_354,VGND,li1,168.8200,108.8000,0.000095
FILLER_35_344,VGND,li1,163.9900,108.8000,0.000116
FILLER_35_281,VGND,li1,135.2400,108.8000,0.000238
FILLER_35_279,VGND,li1,134.0900,108.8000,0.000246
FILLER_35_273,VGND,li1,132.4800,108.8000,0.000246
FILLER_35_261,VGND,li1,128.3400,108.8000,0.000264
FILLER_35_249,VGND,li1,122.8200,108.8000,0.000286
FILLER_35_237,VGND,li1,117.3000,108.8000,0.000303
FILLER_35_225,VGND,li1,111.7800,108.8000,0.000325
FILLER_35_211,VGND,li1,103.9600,108.8000,0.000353
FILLER_35_205,VGND,li1,100.2800,108.8000,0.000333
FILLER_35_193,VGND,li1,96.1400,108.8000,0.000319
FILLER_35_181,VGND,li1,91.5400,108.8000,0.000301
FILLER_35_169,VGND,li1,86.0200,108.8000,0.000283
FILLER_35_167,VGND,li1,82.5700,108.8000,0.000269
FILLER_35_159,VGND,li1,80.5000,108.8000,0.000256
FILLER_35_147,VGND,li1,75.9000,108.8000,0.000238
FILLER_35_135,VGND,li1,70.3800,108.8000,0.000219
FILLER_35_123,VGND,li1,64.8600,108.8000,0.000200
FILLER_35_113,VGND,li1,58.4200,108.8000,0.000169
FILLER_35_111,VGND,li1,56.8100,108.8000,0.000169
FILLER_35_92,VGND,li1,48.3000,108.8000,0.000132
FILLER_35_80,VGND,li1,45.0800,108.8000,0.000120
FILLER_35_69,VGND,li1,38.1800,108.8000,0.000094
FILLER_35_57,VGND,li1,34.5000,108.8000,0.000077
FILLER_35_55,VGND,li1,31.0500,108.8000,0.000064
FILLER_35_51,VGND,li1,29.9000,108.8000,0.000064
FILLER_35_39,VGND,li1,26.2200,108.8000,0.000045
FILLER_35_27,VGND,li1,20.7000,108.8000,0.000048
FILLER_35_15,VGND,li1,15.1800,108.8000,0.000051
FILLER_35_3,VGND,li1,9.6600,108.8000,0.000055
FILLER_34_403,VGND,li1,191.8200,103.3600,0.000002
FILLER_34_385,VGND,li1,183.0800,103.3600,0.000002
FILLER_34_377,VGND,li1,180.7800,103.3600,0.000001
FILLER_34_365,VGND,li1,176.1800,103.3600,0.000001
FILLER_34_363,VGND,li1,172.7300,103.3600,0.000001
FILLER_34_351,VGND,li1,169.7400,103.3600,0.000001
FILLER_34_338,VGND,li1,161.2300,103.3600,0.000002
FILLER_34_322,VGND,li1,153.8700,103.3600,0.000002
FILLER_34_317,VGND,li1,151.8000,103.3600,0.000002
FILLER_34_309,VGND,li1,149.5000,103.3600,0.000002
FILLER_34_307,VGND,li1,146.9700,103.3600,0.000002
FILLER_34_301,VGND,li1,145.3600,103.3600,0.000002
FILLER_34_289,VGND,li1,141.2200,103.3600,0.000002
FILLER_34_277,VGND,li1,135.7000,103.3600,0.000003
FILLER_34_265,VGND,li1,130.1800,103.3600,0.000003
FILLER_34_253,VGND,li1,124.6600,103.3600,0.000003
FILLER_34_250,VGND,li1,120.9800,103.3600,0.000003
FILLER_34_233,VGND,li1,114.0800,103.3600,0.000003
FILLER_34_221,VGND,li1,109.9400,103.3600,0.000004
FILLER_34_209,VGND,li1,104.4200,103.3600,0.000004
FILLER_34_197,VGND,li1,98.9000,103.3600,0.000004
FILLER_34_184,VGND,li1,92.9200,103.3600,0.000004
FILLER_34_173,VGND,li1,85.7900,103.3600,0.000004
FILLER_34_165,VGND,li1,83.2600,103.3600,0.000005
FILLER_34_153,VGND,li1,78.6600,103.3600,0.000005
FILLER_34_141,VGND,li1,73.1400,103.3600,0.000005
FILLER_34_128,VGND,li1,67.1600,103.3600,0.000005
FILLER_34_116,VGND,li1,61.6400,103.3600,0.000005
FILLER_34_104,VGND,li1,56.1200,103.3600,0.000005
FILLER_34_92,VGND,li1,50.6000,103.3600,0.000006
FILLER_34_83,VGND,li1,43.9300,103.3600,0.000006
FILLER_34_77,VGND,li1,42.3200,103.3600,0.000006
FILLER_34_65,VGND,li1,38.1800,103.3600,0.000006
FILLER_34_53,VGND,li1,32.6600,103.3600,0.000006
FILLER_34_41,VGND,li1,27.1400,103.3600,0.000006
FILLER_34_27,VGND,li1,18.1700,103.3600,0.000011
FILLER_34_3,VGND,li1,8.7400,103.3600,0.000013
FILLER_33_405,VGND,li1,192.2800,103.3600,0.000002
FILLER_33_393,VGND,li1,187.2200,103.3600,0.000002
FILLER_33_391,VGND,li1,185.6100,103.3600,0.000002
FILLER_33_378,VGND,li1,180.3200,103.3600,0.000001
FILLER_33_361,VGND,li1,174.3400,103.3600,0.000001
FILLER_33_349,VGND,li1,168.8200,103.3600,0.000001
FILLER_33_337,VGND,li1,163.3000,103.3600,0.000002
FILLER_33_334,VGND,li1,159.6200,103.3600,0.000002
FILLER_33_317,VGND,li1,154.1000,103.3600,0.000002
FILLER_33_305,VGND,li1,148.5800,103.3600,0.000002
FILLER_33_293,VGND,li1,143.0600,103.3600,0.000002
FILLER_33_281,VGND,li1,137.5400,103.3600,0.000003
FILLER_33_277,VGND,li1,133.6300,103.3600,0.000003
FILLER_33_267,VGND,li1,129.0300,103.3600,0.000003
FILLER_33_253,VGND,li1,122.1300,103.3600,0.000003
FILLER_33_247,VGND,li1,120.5200,103.3600,0.000003
FILLER_33_237,VGND,li1,115.0000,103.3600,0.000003
FILLER_33_225,VGND,li1,111.7800,103.3600,0.000004
FILLER_33_221,VGND,li1,107.8700,103.3600,0.000004
FILLER_33_208,VGND,li1,101.4300,103.3600,0.000004
FILLER_33_196,VGND,li1,98.4400,103.3600,0.000004
FILLER_33_185,VGND,li1,90.8500,103.3600,0.000004
FILLER_33_181,VGND,li1,89.7000,103.3600,0.000004
FILLER_33_169,VGND,li1,86.0200,103.3600,0.000004
FILLER_33_157,VGND,li1,77.9700,103.3600,0.000005
FILLER_33_153,VGND,li1,76.8200,103.3600,0.000005
FILLER_33_145,VGND,li1,72.4500,103.3600,0.000005
FILLER_33_128,VGND,li1,65.0900,103.3600,0.000005
FILLER_33_117,VGND,li1,59.5700,103.3600,0.000005
FILLER_33_113,VGND,li1,58.4200,103.3600,0.000005
FILLER_33_104,VGND,li1,55.2000,103.3600,0.000005
FILLER_33_92,VGND,li1,50.6000,103.3600,0.000006
FILLER_33_73,VGND,li1,41.8600,103.3600,0.000006
FILLER_33_45,VGND,li1,27.1400,103.3600,0.000006
FILLER_33_32,VGND,li1,20.7000,103.3600,0.000010
FILLER_33_15,VGND,li1,13.8000,103.3600,0.000013
FILLER_33_3,VGND,li1,9.6600,103.3600,0.000013
FILLER_32_406,VGND,li1,192.5100,97.9200,0.000024
FILLER_32_389,VGND,li1,184.6900,97.9200,0.000020
FILLER_32_385,VGND,li1,183.5400,97.9200,0.000020
FILLER_32_373,VGND,li1,179.8600,97.9200,0.000017
FILLER_32_345,VGND,li1,164.9100,97.9200,0.000027
FILLER_32_328,VGND,li1,157.3200,97.9200,0.000030
FILLER_32_321,VGND,li1,153.4100,97.9200,0.000031
FILLER_32_317,VGND,li1,152.2600,97.9200,0.000031
FILLER_32_304,VGND,li1,146.2800,97.9200,0.000034
FILLER_32_280,VGND,li1,135.2400,97.9200,0.000031
FILLER_32_274,VGND,li1,132.2500,97.9200,0.000031
FILLER_32_266,VGND,li1,129.7200,97.9200,0.000030
FILLER_32_253,VGND,li1,123.2800,97.9200,0.000029
FILLER_32_250,VGND,li1,120.9800,97.9200,0.000029
FILLER_32_242,VGND,li1,118.6800,97.9200,0.000028
FILLER_32_231,VGND,li1,112.0100,97.9200,0.000027
FILLER_32_223,VGND,li1,109.9400,97.9200,0.000026
FILLER_32_213,VGND,li1,103.7300,97.9200,0.000025
FILLER_32_205,VGND,li1,100.0500,97.9200,0.000024
FILLER_32_197,VGND,li1,97.9800,97.9200,0.000024
FILLER_32_193,VGND,li1,94.9900,97.9200,0.000023
FILLER_32_185,VGND,li1,92.4600,97.9200,0.000023
FILLER_32_167,VGND,li1,83.2600,97.9200,0.000021
FILLER_32_155,VGND,li1,79.5800,97.9200,0.000020
FILLER_32_141,VGND,li1,72.2200,97.9200,0.000019
FILLER_32_136,VGND,li1,69.0000,97.9200,0.000018
FILLER_32_124,VGND,li1,65.3200,97.9200,0.000018
FILLER_32_112,VGND,li1,59.8000,97.9200,0.000016
FILLER_32_105,VGND,li1,54.5100,97.9200,0.000015
FILLER_32_97,VGND,li1,51.9800,97.9200,0.000015
FILLER_32_85,VGND,li1,47.3800,97.9200,0.000014
FILLER_32_82,VGND,li1,43.7000,97.9200,0.000013
FILLER_32_74,VGND,li1,41.4000,97.9200,0.000013
FILLER_32_62,VGND,li1,36.8000,97.9200,0.000012
FILLER_32_53,VGND,li1,30.8200,97.9200,0.000011
FILLER_32_41,VGND,li1,27.1400,97.9200,0.000010
FILLER_32_29,VGND,li1,21.6200,97.9200,0.000011
FILLER_32_27,VGND,li1,18.1700,97.9200,0.000013
FILLER_32_21,VGND,li1,16.5600,97.9200,0.000015
FILLER_32_11,VGND,li1,11.0400,97.9200,0.000018
FILLER_32_3,VGND,li1,8.7400,97.9200,0.000018
FILLER_31_404,VGND,li1,192.0500,97.9200,0.000024
FILLER_31_393,VGND,li1,186.9900,97.9200,0.000022
FILLER_31_391,VGND,li1,185.6100,97.9200,0.000022
FILLER_31_378,VGND,li1,180.3200,97.9200,0.000018
FILLER_31_367,VGND,li1,175.7200,97.9200,0.000019
FILLER_31_355,VGND,li1,171.5800,97.9200,0.000023
FILLER_31_345,VGND,li1,164.6800,97.9200,0.000027
FILLER_31_337,VGND,li1,162.3800,97.9200,0.000028
FILLER_31_335,VGND,li1,159.8500,97.9200,0.000029
FILLER_31_329,VGND,li1,158.2400,97.9200,0.000030
FILLER_31_317,VGND,li1,154.1000,97.9200,0.000031
FILLER_31_298,VGND,li1,143.2900,97.9200,0.000033
FILLER_31_289,VGND,li1,138.6900,97.9200,0.000032
FILLER_31_281,VGND,li1,136.6200,97.9200,0.000032
FILLER_31_274,VGND,li1,132.9400,97.9200,0.000031
FILLER_31_262,VGND,li1,128.8000,97.9200,0.000030
FILLER_31_250,VGND,li1,123.2800,97.9200,0.000029
FILLER_31_238,VGND,li1,117.7600,97.9200,0.000028
FILLER_31_225,VGND,li1,110.4000,97.9200,0.000026
FILLER_31_222,VGND,li1,108.1000,97.9200,0.000026
FILLER_31_214,VGND,li1,105.8000,97.9200,0.000026
FILLER_31_205,VGND,li1,100.5100,97.9200,0.000024
FILLER_31_193,VGND,li1,97.0600,97.9200,0.000024
FILLER_31_181,VGND,li1,91.5400,97.9200,0.000023
FILLER_31_169,VGND,li1,86.0200,97.9200,0.000022
FILLER_31_162,VGND,li1,81.4200,97.9200,0.000021
FILLER_31_150,VGND,li1,77.2800,97.9200,0.000020
FILLER_31_138,VGND,li1,71.7600,97.9200,0.000019
FILLER_31_126,VGND,li1,66.2400,97.9200,0.000018
FILLER_31_97,VGND,li1,51.0600,97.9200,0.000015
FILLER_31_77,VGND,li1,41.6300,97.9200,0.000013
FILLER_31_69,VGND,li1,39.1000,97.9200,0.000012
FILLER_31_57,VGND,li1,34.5000,97.9200,0.000011
FILLER_31_54,VGND,li1,30.8200,97.9200,0.000011
FILLER_31_46,VGND,li1,28.5200,97.9200,0.000010
FILLER_31_34,VGND,li1,23.9200,97.9200,0.000009
FILLER_30_404,VGND,li1,192.0500,92.4800,0.000024
FILLER_30_386,VGND,li1,183.5400,92.4800,0.000020
FILLER_30_378,VGND,li1,181.2400,92.4800,0.000018
FILLER_30_369,VGND,li1,175.4900,92.4800,0.000017
FILLER_30_365,VGND,li1,174.3400,92.4800,0.000017
FILLER_30_362,VGND,li1,172.5000,92.4800,0.000017
FILLER_30_350,VGND,li1,169.2800,92.4800,0.000016
FILLER_30_344,VGND,li1,163.9900,92.4800,0.000016
FILLER_30_332,VGND,li1,161.0000,92.4800,0.000016
FILLER_30_317,VGND,li1,151.8000,92.4800,0.000015
FILLER_30_309,VGND,li1,149.5000,92.4800,0.000015
FILLER_30_306,VGND,li1,146.7400,92.4800,0.000014
FILLER_30_294,VGND,li1,143.5200,92.4800,0.000014
FILLER_30_282,VGND,li1,138.0000,92.4800,0.000014
FILLER_30_270,VGND,li1,132.4800,92.4800,0.000013
FILLER_30_258,VGND,li1,126.9600,92.4800,0.000013
FILLER_30_253,VGND,li1,122.3600,92.4800,0.000012
FILLER_30_251,VGND,li1,121.2100,92.4800,0.000012
FILLER_30_245,VGND,li1,119.6000,92.4800,0.000012
FILLER_30_233,VGND,li1,115.4600,92.4800,0.000012
FILLER_30_221,VGND,li1,109.9400,92.4800,0.000011
FILLER_30_209,VGND,li1,104.4200,92.4800,0.000011
FILLER_30_197,VGND,li1,98.9000,92.4800,0.000010
FILLER_30_194,VGND,li1,95.2200,92.4800,0.000010
FILLER_30_186,VGND,li1,92.9200,92.4800,0.000010
FILLER_30_174,VGND,li1,88.3200,92.4800,0.000009
FILLER_30_163,VGND,li1,82.3400,92.4800,0.000009
FILLER_30_155,VGND,li1,77.0500,92.4800,0.000008
FILLER_30_149,VGND,li1,75.4400,92.4800,0.000008
FILLER_30_139,VGND,li1,69.6900,92.4800,0.000008
FILLER_30_126,VGND,li1,64.1700,92.4800,0.000007
FILLER_30_118,VGND,li1,61.6400,92.4800,0.000007
FILLER_30_112,VGND,li1,57.2700,92.4800,0.000007
FILLER_30_106,VGND,li1,55.6600,92.4800,0.000006
FILLER_30_93,VGND,li1,48.9900,92.4800,0.000006
FILLER_30_85,VGND,li1,46.4600,92.4800,0.000006
FILLER_30_83,VGND,li1,43.9300,92.4800,0.000005
FILLER_30_75,VGND,li1,41.8600,92.4800,0.000005
FILLER_30_63,VGND,li1,37.2600,92.4800,0.000005
FILLER_30_55,VGND,li1,31.5100,92.4800,0.000004
FILLER_30_37,VGND,li1,23.0000,92.4800,0.000004
FILLER_30_29,VGND,li1,20.7000,92.4800,0.000005
FILLER_30_27,VGND,li1,18.1700,92.4800,0.000006
FILLER_30_19,VGND,li1,16.1000,92.4800,0.000006
FILLER_30_7,VGND,li1,11.5000,92.4800,0.000007
FILLER_29_393,VGND,li1,186.7600,92.4800,0.000022
FILLER_29_380,VGND,li1,183.0800,92.4800,0.000020
FILLER_29_349,VGND,li1,167.4400,92.4800,0.000016
FILLER_29_337,VGND,li1,163.3000,92.4800,0.000016
FILLER_29_335,VGND,li1,159.8500,92.4800,0.000016
FILLER_29_323,VGND,li1,156.8600,92.4800,0.000015
FILLER_29_312,VGND,li1,150.8800,92.4800,0.000015
FILLER_29_300,VGND,li1,146.2800,92.4800,0.000014
FILLER_29_293,VGND,li1,140.7600,92.4800,0.000014
FILLER_29_285,VGND,li1,136.8500,92.4800,0.000014
FILLER_29_281,VGND,li1,135.7000,92.4800,0.000013
FILLER_29_279,VGND,li1,134.0900,92.4800,0.000013
FILLER_29_273,VGND,li1,132.4800,92.4800,0.000013
FILLER_29_255,VGND,li1,124.2000,92.4800,0.000012
FILLER_29_238,VGND,li1,115.4600,92.4800,0.000012
FILLER_29_225,VGND,li1,109.7100,92.4800,0.000011
FILLER_29_223,VGND,li1,108.3300,92.4800,0.000011
FILLER_29_215,VGND,li1,106.2600,92.4800,0.000011
FILLER_29_205,VGND,li1,100.0500,92.4800,0.000010
FILLER_29_201,VGND,li1,98.9000,92.4800,0.000010
FILLER_29_188,VGND,li1,92.2300,92.4800,0.000010
FILLER_29_180,VGND,li1,90.1600,92.4800,0.000010
FILLER_29_153,VGND,li1,76.5900,92.4800,0.000008
FILLER_29_141,VGND,li1,73.1400,92.4800,0.000008
FILLER_29_129,VGND,li1,67.6200,92.4800,0.000008
FILLER_29_117,VGND,li1,59.5700,92.4800,0.000007
FILLER_29_113,VGND,li1,58.4200,92.4800,0.000007
FILLER_29_110,VGND,li1,56.5800,92.4800,0.000007
FILLER_29_102,VGND,li1,54.2800,92.4800,0.000006
FILLER_29_89,VGND,li1,47.8400,92.4800,0.000006
FILLER_29_77,VGND,li1,43.7000,92.4800,0.000005
FILLER_29_57,VGND,li1,32.6600,92.4800,0.000004
FILLER_29_54,VGND,li1,30.8200,92.4800,0.000004
FILLER_29_50,VGND,li1,28.7500,92.4800,0.000004
FILLER_29_46,VGND,li1,27.6000,92.4800,0.000004
FILLER_29_24,VGND,li1,18.4000,92.4800,0.000006
FILLER_29_15,VGND,li1,12.6500,92.4800,0.000007
FILLER_29_3,VGND,li1,9.6600,92.4800,0.000007
FILLER_28_397,VGND,li1,188.6000,87.0400,0.000018
FILLER_28_389,VGND,li1,186.3000,87.0400,0.000017
FILLER_28_377,VGND,li1,181.7000,87.0400,0.000017
FILLER_28_365,VGND,li1,176.1800,87.0400,0.000018
FILLER_28_362,VGND,li1,172.5000,87.0400,0.000022
FILLER_28_354,VGND,li1,170.2000,87.0400,0.000025
FILLER_28_342,VGND,li1,165.6000,87.0400,0.000027
FILLER_28_338,VGND,li1,161.2300,87.0400,0.000030
FILLER_28_317,VGND,li1,151.5700,87.0400,0.000034
FILLER_28_309,VGND,li1,149.5000,87.0400,0.000035
FILLER_28_306,VGND,li1,146.7400,87.0400,0.000036
FILLER_28_294,VGND,li1,143.5200,87.0400,0.000039
FILLER_28_282,VGND,li1,138.0000,87.0400,0.000041
FILLER_28_269,VGND,li1,129.4900,87.0400,0.000045
FILLER_28_265,VGND,li1,128.3400,87.0400,0.000046
FILLER_28_253,VGND,li1,124.6600,87.0400,0.000047
FILLER_28_248,VGND,li1,120.5200,87.0400,0.000049
FILLER_28_236,VGND,li1,116.8400,87.0400,0.000051
FILLER_28_227,VGND,li1,110.1700,87.0400,0.000054
FILLER_28_209,VGND,li1,102.1200,87.0400,0.000058
FILLER_28_197,VGND,li1,97.9800,87.0400,0.000060
FILLER_28_195,VGND,li1,95.4500,87.0400,0.000061
FILLER_28_187,VGND,li1,93.3800,87.0400,0.000062
FILLER_28_179,VGND,li1,88.5500,87.0400,0.000065
FILLER_28_167,VGND,li1,85.1000,87.0400,0.000066
FILLER_28_161,VGND,li1,80.2700,87.0400,0.000069
FILLER_28_153,VGND,li1,76.1300,87.0400,0.000071
FILLER_28_141,VGND,li1,73.1400,87.0400,0.000072
FILLER_28_138,VGND,li1,69.4600,87.0400,0.000075
FILLER_28_126,VGND,li1,66.2400,87.0400,0.000076
FILLER_28_117,VGND,li1,59.8000,87.0400,0.000079
FILLER_28_109,VGND,li1,57.5000,87.0400,0.000080
FILLER_28_97,VGND,li1,52.9000,87.0400,0.000082
FILLER_28_85,VGND,li1,47.3800,87.0400,0.000085
FILLER_28_81,VGND,li1,43.4700,87.0400,0.000087
FILLER_28_69,VGND,li1,40.0200,87.0400,0.000088
FILLER_28_61,VGND,li1,33.8100,87.0400,0.000083
FILLER_28_53,VGND,li1,31.7400,87.0400,0.000075
FILLER_28_41,VGND,li1,27.1400,87.0400,0.000057
FILLER_28_29,VGND,li1,21.6200,87.0400,0.000052
FILLER_28_25,VGND,li1,17.7100,87.0400,0.000055
FILLER_28_3,VGND,li1,8.2800,87.0400,0.000058
FILLER_27_402,VGND,li1,190.6700,87.0400,0.000018
FILLER_27_388,VGND,li1,184.9200,87.0400,0.000017
FILLER_27_375,VGND,li1,178.2500,87.0400,0.000016
FILLER_27_364,VGND,li1,174.3400,87.0400,0.000020
FILLER_27_337,VGND,li1,161.2300,87.0400,0.000030
FILLER_27_335,VGND,li1,159.8500,87.0400,0.000030
FILLER_27_327,VGND,li1,157.7800,87.0400,0.000031
FILLER_27_318,VGND,li1,152.4900,87.0400,0.000034
FILLER_27_301,VGND,li1,144.6700,87.0400,0.000037
